Text,Target,clened_text
براتون اتفاق افتاده در حین رانندگی مثلاً کمربند رو نبستید و از جایی رد میشی که پلیس اونجا ایستاده ولی یه ماشین رو نگه داشته و چنان مشغول جریمه کردن اون هست که شما رو نمی‌بینه و شما با خوش شانسی رد میشی؟! اون ماشین قبلی که داره جریمه میشه منم  »ܣߊ‌ހވ ܢ̇«  @OfficialPersianTwitter,3,براتون اتفاق افتاده حین رانندگی مثلا کمربند نبستید رد میشی پلیس اونجا ایستاده  ماشین‌رو نگه چنان مشغول جریمه اون هست نمیبینه خوش شانسی رد میشی اون ماشین قبلی داره جریمه میشه منم
‏فارسی «۷» و «۸» داره که برعکس همدیگه‌ان و انگلیسی «6» و «9» داره. حالا اگه این ۴تا عدد رو پشت سر هم بذاری می‌شه «6۷۸9» که نه تنها ترتیبش درسته بلکه اگه همیشه در حال چرخش باشی هم باز می‌تونی بخونیش. این عدد ۴رقمی، عدد مورد علاقه‌ی پنکه‌هاست.  »پیپرکات«  @OfficialPersianTwitter,2,فارسی داره برعکس همدیگن انگلیسی ۶ ۹ داره اگه عدد سر بذاری میشه ۶۹ نه‌تن ترتیبش درسته اگه چرخش باشی میتونی بخونیش عدد رقمی عدد علاقهی پنکه‌ست پیپرکات
به مامانبزرگم گفتم صدای گوشیم اذیتتون نمیکنه؟ گفت مگه من شماهام هر دقیقه یه چیزی اذیتم کنه =))  »کاجول«  @OfficialPersianTwitter,3,مامانبزرگم گفتم صدای گوشیم اذیتتون نمیکنه مگه شمام دقیقه  اذیتم کنه کاجول
‏الوات محل زنگ زدن به درمانگاه آماده باش دادن که امشب قرار دعوا هست :)))  »عمو احسان«  @OfficialPersianTwitter,3,الوات محل زنگ زدن درمانگاه آماده‌باش امشب قرار دعوا هست عمو احسان
همه خوشگلا یا ایران نیستن یا زید دارن یا بچه‌ن یا دوستام می‌گن توروخدا این دیگه نه    *پنذ*  @OfficialPersianTwitter,1,خوشگلا ایران نیستن زید دارن بچهن دوستام میگن توروخدا دیگه پنذ
تو شرکت یک اتاق پیدا کردم که خیلی صندلی راحتی داره و همیشه ساکته. کلی خوشحال شدم جای خلوت پیدا کردم و خیلی وقتای خالیمو توی اون اتاق میگذرونم. امروز یکی در زد گفت کارت خیلی طول میکشه؟ درو باز کردم گفتم چه کاری؟ گفت شیر دوشیدن دیگه. فهمیدم اتاقه مخصوص شیر دوشیدن بوده😂    *Zoha*  @OfficialPersianTwitter,3,شرکت اتاق صندلی راحتی داره ساکته خوشحال شدم خلوت وقتای خالیمو توی اون اتاق میگذرونم امروز زد کارت میکشه درو گفتم کاری شیر دوشیدن دیگه فهمیدم اتاقه مخصوص شیر دوشیدن بوده😂
موزیک آلمانی گوش دادین تاحالا؟ پدرسگا انقد خشن میخونن که وسط آهنگ عاشقانه هم همش استرس دارین یه چکش برداره و بیوفته تا جون دارین با چکش کتکتون بزنه و لت و پارتون کنه.    *مارتین تایـلر*  @OfficialPersianTwitter,1,موزیک آلمانی گوش دادین تاحالا پدرسگا انقد خشن میخونن وسط آهنگ عاشقانه همش استرس دارین  چکش برداره بیوفته جون دارین چکش کتکتون بزنه لت پارتون کنه مارتین تایلر
"شما میخوای بری زیدتو ببینی، ""۱۴ ام واسمون کلاس گذاشتن و گفتن هرکی نیاد حذفه"" بهونه اس  • شیمبله •  @OfficialPersianTwitter",2,میخوای بری زیدتو ببینی ام واسمون کلاس گذاشتن گفتن هرکی نیاد حذفه بهونه اس شیمبله
من خودم رابطم با خودم در حد سلام علیک هستش بعد شما منو میذاری کلوز فرند؟  • متواری •  @OfficialPersianTwitter,1,خودم رابطم خودم سلام علیک هستش منو میذاری کلوز فرند متواری
کارام عقب افتادن واس همین دارم استراحت میکنم بهم برسن  • گاد بروس •  @OfficialPersianTwitter,1,کارام عقب افتادن واس دارم استراحت بهم برسن گاد بروس
همون دوران دبستان هم که پیک شادی میگرفتم آرزو میکردم کاش زن داشتم میدادم بهش برام حل میکرد   •من محمد ۳۰ سال دارم•  @OfficialPersianTwitter,1,همون دوران دبستان پیک شادی می‌گرفتم آرزو می‌کردم کاش زن داشتم می‌دادم بهش برام محمد سال دارم
اولین باری که احساس پیری کردم چهارده سالم بود. مامان بزرگم گفت خب به سلامتی دیگه میری دبیرستان و بزرگ شدی. بعد به خواهرم عیدی داد!: |   • همسایه‌ی طبقه‌ی سوم  •  @OfficialPersianTwitter,1,باری احساس پیری چرده سالم مامان بزرگم خب سلامتی دیگه میری دبیرستان شدی خواهرم عیدی همسایهی طبقهی
چندسال پیش شب عید یه مشتری تو مغازه بهم یه تراول عیدی داد منم ناراحت شدم قبول نکردم، هنوزم که هنوزه هروقت بی‌پول میشم به خودم میگم لعنت به غرورت لعنتی.   • OuriapA  •  @OfficialPersianTwitter,2,چندسال شب عید  مشتری مغازه بهم  تراول عیدی منم ناراحت شدم قبول نکردم هنوزم هنوزه هروقت بیپول میشم خودم میگم لعنت غرورت لعنتی
حدود بیست سال پیش کلی عیدی گرفتم. اسکناسهای درشت بود. مامان بزرگم منو دید و گفت بیا عیدی هامونو عوض کنیم. کلی اسکناس ده تومنی بهم داد چند تا اسکناس صد و دویست تومنی منو گرفت!   خدابیامرز اولین کلاهبردار زندگیم بود.   • دیلماژ •  @OfficialPersianTwitter,2,بیست سال عیدی گرفتم اسکناسی درشت مامان بزرگم منو دید بیا عیدی مونو عوض اسکناس ده تومنی بهم اسکناس صد دویست تومنی منو خدابیامرز کلاهبردار زندگیم دیلماژ
اینایی که می‌گفتن «ریاضت کش به بادامی بسازه» قطعا از میزان کالری موجود در بادام خبر داشتن. الکی که یه چیزی نمی‌گن که.  • مانا •  @OfficialPersianTwitter,1,اینایی میگفتن ریاضت‌کش بادامی بسازه قطعا میزان کالری موجود بادام خبر الکی  نمیگن مانا
توروخدا وقتی میرین جایی مهمونی، زیاد غذا بخورین. اگه کم بخورین غذا زیاد میاد  تا یه هفته بچه های صاحب خونه مامانشون همون غذا رو گرم میکنه میده بهشون  »علی پایدار«  @OfficialPersianTwitter,3,توروخدا میرین مهمونی غذا بخورین اگه بخورین غذا میاد  هفته بچه‌ی صاحب خونه مامانشون همون غذا گرم میکنه میده بهشون علی پایدار
چند روز پیش که پدربزرگم فوت شده بود ما اونجا بودیم زنگ زدیم خاله ها و دایی هامم بیان ولی بهشون نگفته بودیم که پدرشون فوت شده و یه ملافه رو کشیده بودیم رو بابابزرگم و همه که جمع شده بودیم یهو پسرخاله ۶ سالم ملافه رو کشید و گفت سورپرایزززز همون لحظه دختر داییم غش کرد :)  »همون لیلی خیر ندیده«  @OfficialPersianTwitter,3,روز پدربزرگم فوت‌شده اونجا بودیم زنگ زدیم خاله‌ دایی مم بهشون نگفته_بودیم پدرشون فوت‌شده  ملافه کشیده_بودیم بابابزرگم شده_بودیم یهو پسرخاله سالم ملافه کشید سورپرایز همون لحظه دختر داییم غش همون لیلی خیر ندیده
متاسفم برای همه پسرا یه شب دیگه از ۴۰۳ گذشت و من دارم همچنان بدون شوهر می‌خوابم.  »Mademoiselle«  @OfficialPersianTwitter,3,متاسفم پسرا  شب دیگه گذشت دارم شوهر می‌خوابم
این پیرزن پیرمردای ایتالیایی کجا میرن ۸ صبح که ۹۰ درصد فضای اتوبوس مترو رو پر میکنن؟ چیکار دارید جدی! ۸ صب بگیر بخواب دیگه. میخوای بری یه جا غر بزنی داد و بیداد الکی کنی بذار دو ساعت دیرتر طوری نمیشه که. عین گربه ها همیشه دارن میرن.  »Salvatore«  @OfficialPersianTwitter,2,پیرزن پیرمردای ایتالیایی کجا میرن صبح درصد فضای اتوبوس مترو میکنن چیکار دارید صب بگیر بخواب دیگه میخوای بری  غر بزنی بیداد الکی کنی بذار ساعت دیرتر طوری نمیشه گربه‌ دارن میرن
